OID,ID,DIR,LENGTH,BPHCODE,BPHSEG,AUTHORITY,AUTHCODE,TRAFAUTH,TRAFCODE,STREETNAME,STREETCODE,ROADNAME,START_,LAT_START,LON_START,FINISH,LAT_END,LON_END,BPHDIR,BPHType,Usable,Infra,RoadType,BPHPlace,DirType,DirTraffic,Topology,DIV_Veh,DIV_Walk,Signpost,Parking,Level_,Paint,Trees,TWIDTH,TWIDTHWAY,LENGTH_M,MAX_SLOPE,OPEN_YEAR,LASTCHANGE,Shape_Length
-1,172,0,658.070000000000050, ,0,אשדוד,0070,אשדוד,0070,שדרות בני ברית, ,-1,מעבר חצייה,634672.589999999967404,167761.000000000000000,פינת יצחק הנשיא,634153.400000000023283,167366.970000000001164,דר-מע,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה בינונית,קו הפרדה,,לא,מדרכה,ללא,בצד אחד,220,110.000000000000000,658.070000000000050,-1.000000000000000,-1,20/07/2023 00:00:00,658.070611325409914
-1,173,0,278.660000000000025, ,0,אשדוד,0070,אשדוד,0070,שדרות בני ברית, ,-1,תחנת אוטובוס,635049.810000000055879,168208.529999999998836,פינת שדרות משה סנה,634851.729999999981374,168014.269999999989523,דר-מע,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה בינונית,קו הפרדה,,לא,מדרכה,ללא,אין,220,110.000000000000000,278.660000000000025,-1.000000000000000,-1,20/07/2023 00:00:00,278.659590626900012
-1,174,0,54.990000000000002, ,0,אשדוד,0070,אשדוד,0070,שדרות בני ברית, ,-1,פינת הפלמ""ח,634828.239999999990687,167988.670000000012806,תחנת אוטובוס,634793.410000000032596,167946.359999999986030,דר-מע,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה בינונית,קו הפרדה,,לא,מדרכה,ללא,בצד אחד,220,110.000000000000000,54.990000000000002,-1.000000000000000,-1,20/07/2023 00:00:00,54.989152718159865
-1,175,0,195.530000000000001, ,0,אשדוד,0070,אשדוד,0070,שדרות בני ברית, ,-1,פינת ז'בוטינסקי,634810.969999999972060,167916.140000000013970,פינת מורדי הגטאות,634942.109999999986030,168057.619999999995343,צ-מז,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה בינונית,קו הפרדה,,לא,מדרכה,ללא,בצד אחד,220,110.000000000000000,195.530000000000001,-1.000000000000000,-1,20/07/2023 00:00:00,195.527472176383952
-1,176,0,5.440000000000000, ,0,אשדוד,0070,אשדוד,0070,שדרות בני ברית, ,-1,מעבר חצייה,634942.109999999986030,168057.619999999995343,מעבר חצייה,634943.310000000055879,168062.920000000012806,מזרח,מעבר חציה,שמיש,אספלט,עירוני ראשי,מיסעה,חד כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,200,200.000000000000000,5.440000000000000,-1.000000000000000,-1,20/07/2023 00:00:00,5.441434299247453
-1,177,0,13.340000000000000, ,0,אשדוד,0070,אשדוד,0070,שדרות בני ברית, ,-1,מעבר חצייה,634919.469999999972060,168084.489999999990687,מעבר חצייה,634929.270000000018626,168075.450000000011642,צ-מע,מעבר חציה,שמיש,אספלט,עירוני ראשי,מיסעה,חד כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,200,200.000000000000000,13.340000000000000,-1.000000000000000,-1,20/07/2023 00:00:00,13.336587562937813
-1,178,0,11.150000000000000, ,0,אשדוד,0070,אשדוד,0070,שדרות בני ברית, ,-1,מעבר חצייה,634931.280000000027940,168073.750000000000000,מעבר חצייה,634939.410000000032596,168066.130000000004657,צ-מע,מעבר חציה,שמיש,אספלט,עירוני ראשי,מיסעה,חד כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,200,200.000000000000000,11.150000000000000,-1.000000000000000,-1,20/07/2023 00:00:00,11.151733662173147
-1,179,0,590.409999999999968, ,0,אשדוד,0070,אשדוד,0070,שדרות בני ברית, ,-1,פינת דרך מנחם בגין,632796.729999999981374,166637.410000000003492,פינת שדרות ירושלים,633307.209999999962747,166929.100000000005821,צ-מז,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה בינונית,קו הפרדה,,לא,מדרכה,ללא,בצד אחד,220,110.000000000000000,590.409999999999968,-1.000000000000000,-1,20/07/2023 00:00:00,590.405217215084576
-1,180,0,384.029999999999973, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,פינת מילמן,633205.280000000027940,167304.869999999995343,פינת שדרות בני ברית,633343.819999999948777,166947.369999999995343,מערב,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,קו הפרדה,,כן,מדרכה,ללא,בצד אחד,200,100.000000000000000,384.029999999999973,-1.000000000000000,-1,20/07/2023 00:00:00,384.033880053959933
-1,181,0,218.050000000000011, ,0,אשדוד,0070,אשדוד,0070,שדרות בני ברית, ,-1,פינת שדרות ירושלים,633345.270000000018626,166946.239999999990687,פינת דב גור,633533.890000000013970,167055.269999999989523,צ-מז,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה בינונית,קו הפרדה,,לא,מדרכה,ללא,בצד אחד,220,110.000000000000000,218.050000000000011,-1.000000000000000,-1,20/07/2023 00:00:00,218.045775703427495
-1,182,0,570.370000000000005, ,0,אשדוד,0070,אשדוד,0070,שדרות בני ברית, ,-1,פינת דב גור,633569.150000000023283,167077.040000000008149,שביל אופניים,634064.400000000023283,167358.190000000002328,צ-מז,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה בינונית,קו הפרדה,,לא,מדרכה,ללא,בצד אחד,220,110.000000000000000,570.370000000000005,-1.000000000000000,-1,20/07/2023 00:00:00,570.367291146598404
-1,183,0,34.969999999999999, ,0,אשדוד,0070,אשדוד,0070,שדרות בני ברית, ,-1,שביל אופניים,634064.400000000023283,167358.190000000002328,פינת יצחק הנשיא,634093.130000000004657,167377.750000000000000,צ-מז,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה קלה,קו הפרדה,,לא,מדרכה,ללא,אין,220,110.000000000000000,34.969999999999999,-1.000000000000000,-1,20/07/2023 00:00:00,34.968181847910344
-1,184,0,358.740000000000009, ,0,אשדוד,0070,אשדוד,0070,יצחק הנשיא, ,-1,פינת שדרות בני ברית,634095.199999999953434,167385.519999999989523,פינת שלמה בן יוסף,633911.790000000037253,167692.769999999989523,דר-מז,שביל (ג),שמיש,אספלט,עירוני משני,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,קו הפרדה,,כן,מדרכה,ללא,בצד אחד,220,110.000000000000000,358.740000000000009,-1.000000000000000,-1,20/07/2023 00:00:00,358.736345668195327
-1,185,0,305.879999999999995, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,פינת שדרות משה סנה,632730.069999999948777,168553.670000000012806,כיכר שדרות ירושלים,632838.829999999958090,168267.790000000008149,מערב,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,קו הפרדה,,כן,מדרכה,ללא,בצד אחד,200,100.000000000000000,305.879999999999995,-1.000000000000000,-1,20/07/2023 00:00:00,305.875749031677742
-1,186,0,24.379999999999999, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,כיכר שדרות ירושלים,632835.989999999990687,168260.010000000009313,כיכר שדרות ירושלים,632856.430000000051223,168252.630000000004657,צפון,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה בינונית,קו הפרדה,,לא,מדרכה,ללא,אין,200,100.000000000000000,24.379999999999999,-1.000000000000000,-1,20/07/2023 00:00:00,24.378698867394537
-1,187,0,7.230000000000000, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,מעבר חצייה,632814.050000000046566,168256.679999999993015,מעבר חצייה,632821.250000000000000,168257.279999999998836,צפון,מעבר חציה,שמיש,אספלט,עירוני ראשי,מיסעה,חד כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,200,200.000000000000000,7.230000000000000,-1.000000000000000,-1,20/07/2023 00:00:00,7.230081593936601
-1,188,0,6.800000000000000, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,מעבר חצייה,632821.250000000000000,168257.279999999998836,מעבר חצייה,632828.010000000009313,168257.980000000010477,צפון,מעבר חציה,שמיש,אספלט,עירוני ראשי,מיסעה,חד כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,200,200.000000000000000,6.800000000000000,-1.000000000000000,-1,20/07/2023 00:00:00,6.796503171571667
-1,189,0,8.230000000000000, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,מעבר חצייה,632828.010000000009313,168257.980000000010477,מעבר חצייה,632835.989999999990687,168260.010000000009313,צפון,מעבר חציה,שמיש,אספלט,עירוני ראשי,מיסעה,חד כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,200,200.000000000000000,8.230000000000000,-1.000000000000000,-1,20/07/2023 00:00:00,8.227922272744186
-1,190,0,7.140000000000000, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,מעבר חצייה,632856.430000000051223,168252.630000000004657,מעבר חצייה,632858.569999999948777,168245.820000000006985,מערב,מעבר חציה,שמיש,אספלט,עירוני ראשי,מיסעה,חד כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,200,200.000000000000000,7.140000000000000,-1.000000000000000,-1,20/07/2023 00:00:00,7.137516645297012
-1,191,0,5.840000000000000, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,מעבר חצייה,632858.569999999948777,168245.820000000006985,מעבר חצייה,632859.930000000051223,168240.140000000013970,מערב,מעבר חציה,שמיש,אספלט,עירוני ראשי,מיסעה,חד כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,200,200.000000000000000,5.840000000000000,-1.000000000000000,-1,20/07/2023 00:00:00,5.836596237901469
-1,192,0,8.060000000000000, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,מעבר חצייה,632859.930000000051223,168240.140000000013970,מעבר חצייה,632859.630000000004657,168232.089999999996508,מערב,מעבר חציה,שמיש,אספלט,עירוני ראשי,מיסעה,חד כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,200,200.000000000000000,8.060000000000000,-1.000000000000000,-1,20/07/2023 00:00:00,8.057614413971097
-1,193,0,23.000000000000000, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,כיכר שדרות ירושלים,632859.630000000004657,168232.089999999996508,כיכר שדרות ירושלים,632853.300000000046566,168213.309999999997672,מערב,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה בינונית,קו הפרדה,,לא,מדרכה,ללא,אין,200,100.000000000000000,23.000000000000000,-1.000000000000000,-1,20/07/2023 00:00:00,23.003153345417587
-1,194,0,6.410000000000000, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,מעבר חצייה,632853.300000000046566,168213.309999999997672,מעבר חצייה,632846.979999999981374,168212.230000000010477,דרום,מעבר חציה,שמיש,אספלט,עירוני ראשי,מיסעה,חד כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,200,200.000000000000000,6.410000000000000,-1.000000000000000,-1,20/07/2023 00:00:00,6.405954265912211
-1,195,0,3.220000000000000, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,מעבר חצייה,632846.979999999981374,168212.230000000010477,מעבר חצייה,632843.770000000018626,168212.029999999998836,דרום,מעבר חציה,שמיש,אספלט,עירוני ראשי,מיסעה,חד כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,200,200.000000000000000,3.220000000000000,-1.000000000000000,-1,20/07/2023 00:00:00,3.221261605397349
-1,196,0,7.770000000000000, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,מעבר חצייה,632843.770000000018626,168212.029999999998836,מעבר חצייה,632836.010000000009313,168211.700000000011642,דרום,מעבר חציה,שמיש,אספלט,עירוני ראשי,מיסעה,חד כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,200,200.000000000000000,7.770000000000000,-1.000000000000000,-1,20/07/2023 00:00:00,7.767310487533594
-1,197,0,154.250000000000000, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,כיכר שדרות ירושלים,632860.969999999972060,168209.649999999994179,שביל,632915.800000000046566,168065.480000000010477,מערב,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,קו הפרדה,,כן,מדרכה,ללא,בצד אחד,200,100.000000000000000,154.250000000000000,-1.000000000000000,-1,20/07/2023 00:00:00,154.249657238919212
-1,198,0,6.920000000000000, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,מעבר חצייה,632891.030000000027940,168051.059999999997672,מעבר חצייה,632897.900000000023283,168051.850000000005821,צפון,מעבר חציה,שמיש,אספלט,עירוני ראשי,מיסעה,חד כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,200,200.000000000000000,6.920000000000000,-1.000000000000000,-1,20/07/2023 00:00:00,6.916693821864889
-1,199,0,3.740000000000000, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,מעבר חצייה,632897.900000000023283,168051.850000000005821,מעבר חצייה,632901.560000000055879,168052.619999999995343,צפון,מעבר חציה,שמיש,אספלט,עירוני ראשי,מיסעה,חד כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,200,200.000000000000000,3.740000000000000,-1.000000000000000,-1,20/07/2023 00:00:00,3.736860335171770
-1,200,0,7.060000000000000, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,מעבר חצייה,632901.560000000055879,168052.619999999995343,מעבר חצייה,632908.089999999967404,168055.309999999997672,צפון,מעבר חציה,שמיש,אספלט,עירוני ראשי,מיסעה,חד כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,200,200.000000000000000,7.060000000000000,-1.000000000000000,-1,20/07/2023 00:00:00,7.059515626969121
-1,201,0,300.649999999999977, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,מעבר חצייה,632908.089999999967404,168055.309999999997672,פינת אלטלנה,633021.430000000051223,167787.739999999990687,צ-מע,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,קו הפרדה,,כן,מדרכה,ללא,בצד אחד,200,100.000000000000000,300.649999999999977,-1.000000000000000,-1,20/07/2023 00:00:00,300.653784801902930
-1,202,0,406.910000000000025, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,פינת אלטלנה,633043.790000000037253,167728.369999999995343,פינת מילמן,633188.760000000009313,167348.160000000003492,מערב,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,קו הפרדה,,כן,מדרכה,ללא,בצד אחד,200,100.000000000000000,406.910000000000025,-1.000000000000000,-1,20/07/2023 00:00:00,406.908127192145002
-1,203,0,5.270000000000000, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,מעבר חצייה,633005.530000000027940,167729.029999999998836,מעבר חצייה,633008.170000000041910,167733.589999999996508,צ-מז,מעבר חציה,שמיש,אספלט,עירוני ראשי,מיסעה,חד כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,200,200.000000000000000,5.270000000000000,-1.000000000000000,-1,20/07/2023 00:00:00,5.267931920620211
-1,204,0,7.710000000000000, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,מעבר חצייה,633007.479999999981374,167738.890000000013970,מעבר חצייה,633004.670000000041910,167746.079999999987194,מזרח,מעבר חציה,שמיש,אספלט,עירוני ראשי,מיסעה,חד כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,200,200.000000000000000,7.710000000000000,-1.000000000000000,-1,20/07/2023 00:00:00,7.713613951808090
-1,205,0,1.920000000000000, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,מעבר חצייה,633004.670000000041910,167746.079999999987194,מעבר חצייה,633003.989999999990687,167747.869999999995343,מזרח,מעבר חציה,שמיש,אספלט,עירוני ראשי,מיסעה,חד כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,200,200.000000000000000,1.920000000000000,-1.000000000000000,-1,20/07/2023 00:00:00,1.918632272992412
-1,206,0,10.859999999999999, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,מעבר חצייה,633003.989999999990687,167747.869999999995343,מעבר חצייה,633000.280000000027940,167758.079999999987194,מזרח,מעבר חציה,שמיש,אספלט,עירוני ראשי,מיסעה,חד כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,200,200.000000000000000,10.859999999999999,-1.000000000000000,-1,20/07/2023 00:00:00,10.863926764091044
-1,207,0,5.030000000000000, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,מעבר חצייה,632989.920000000041910,167767.500000000000000,מעבר חצייה,632994.369999999995343,167765.160000000003492,צ-מע,מעבר חציה,שמיש,אספלט,עירוני ראשי,מיסעה,חד כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,200,200.000000000000000,5.030000000000000,-1.000000000000000,-1,20/07/2023 00:00:00,5.027906875088662
-1,208,0,244.680000000000007, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,פינת אלטלנה,632989.920000000041910,167767.500000000000000,כיכר שדרות ירושלים,632905.500000000000000,167996.190000000002328,מזרח,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,קו הפרדה,,כן,מדרכה,ללא,בצד אחד,200,100.000000000000000,244.680000000000007,-1.000000000000000,-1,20/07/2023 00:00:00,244.684559996385133
-1,209,0,7.540000000000000, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,מעבר חצייה,632935.369999999995343,168010.739999999990687,שביל אופניים,632928.400000000023283,168007.859999999986030,דרום,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה קלה,קו הפרדה,,לא,מדרכה,ללא,אין,200,100.000000000000000,7.540000000000000,-1.000000000000000,-1,20/07/2023 00:00:00,7.541730742942094
-1,210,0,6.550000000000000, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,מעבר חצייה,632928.400000000023283,168007.859999999986030,מעבר חצייה,632921.969999999972060,168006.600000000005821,דרום,מעבר חציה,שמיש,אספלט,עירוני ראשי,מיסעה,חד כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,200,200.000000000000000,6.550000000000000,-1.000000000000000,-1,20/07/2023 00:00:00,6.548253757465235
-1,211,0,4.170000000000000, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,מעבר חצייה,632921.969999999972060,168006.600000000005821,מעבר חצייה,632917.869999999995343,168005.820000000006985,דרום,מעבר חציה,שמיש,אספלט,עירוני ראשי,מיסעה,חד כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,200,200.000000000000000,4.170000000000000,-1.000000000000000,-1,20/07/2023 00:00:00,4.172217186369744
-1,212,0,9.359999999999999, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,מעבר חצייה,632917.869999999995343,168005.820000000006985,מעבר חצייה,632908.680000000051223,168004.070000000006985,דרום,מעבר חציה,שמיש,אספלט,עירוני ראשי,מיסעה,חד כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,200,200.000000000000000,9.359999999999999,-1.000000000000000,-1,20/07/2023 00:00:00,9.360217722716150
-1,213,0,24.910000000000000, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,כיכר שדרות ירושלים,632908.680000000051223,168004.070000000006985,כיכר שדרות ירושלים,632886.910000000032596,168010.119999999995343,דרום,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה בינונית,קו הפרדה,,לא,מדרכה,ללא,בצד אחד,200,100.000000000000000,24.910000000000000,-1.000000000000000,-1,20/07/2023 00:00:00,24.908814171653674
-1,214,0,7.400000000000000, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,מעבר חצייה,632886.910000000032596,168010.119999999995343,מעבר חצייה,632883.989999999990687,168016.920000000012806,דר-מז,מעבר חציה,שמיש,אספלט,עירוני ראשי,מיסעה,חד כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,200,200.000000000000000,7.400000000000000,-1.000000000000000,-1,20/07/2023 00:00:00,7.403792029356393
-1,215,0,4.310000000000000, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,מעבר חצייה,632883.989999999990687,168016.920000000012806,מעבר חצייה,632882.310000000055879,168020.890000000013970,דר-מז,מעבר חציה,שמיש,אספלט,עירוני ראשי,מיסעה,חד כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,200,200.000000000000000,4.310000000000000,-1.000000000000000,-1,20/07/2023 00:00:00,4.311807084214704
-1,216,0,8.160000000000000, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,מעבר חצייה,632882.310000000055879,168020.890000000013970,מעבר חצייה,632882.819999999948777,168029.040000000008149,מזרח,מעבר חציה,שמיש,אספלט,עירוני ראשי,מיסעה,חד כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,200,200.000000000000000,8.160000000000000,-1.000000000000000,-1,20/07/2023 00:00:00,8.164277144794516
-1,217,0,27.640000000000001, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,כיכר שדרות ירושלים,632882.819999999948777,168029.040000000008149,כיכר שדרות ירושלים,632891.030000000027940,168051.059999999997672,מזרח,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה בינונית,קו הפרדה,,לא,מדרכה,ללא,בצד אחד,200,100.000000000000000,27.640000000000001,-1.000000000000000,-1,20/07/2023 00:00:00,27.639448196283833
-1,218,0,13.119999999999999, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,כיכר שדרות ירושלים,632882.810000000055879,168055.089999999996508,תחנת אוטובוס,632877.979999999981374,168067.279999999998836,מזרח,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,קו הפרדה,,לא,מדרכה,ללא,בצד אחד,200,100.000000000000000,13.119999999999999,-1.000000000000000,-1,20/07/2023 00:00:00,13.115590740049436
-1,219,0,528.159999999999968, ,0,אשדוד,0070,אשדוד,0070,שדרות ירושלים, ,-1,תחנת אוטובוס,632867.530000000027940,168094.890000000013970,פינת שדרות משה סנה,632673.040000000037253,168583.040000000008149,מזרח,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,קו הפרדה,,כן,מדרכה,ללא,בצד אחד,200,100.000000000000000,528.159999999999968,-1.000000000000000,-1,20/07/2023 00:00:00,528.156046312294052
-1,220,0,5.180000000000000, ,0,אשדוד,0070,אשדוד,0070,משה דיין, ,-1,מעבר חצייה,634803.109999999986030,165812.290000000008149,מעבר חצייה,634801.199999999953434,165817.109999999986030,מזרח,מעבר חציה,שמיש,אספלט,עירוני ראשי,מיסעה,חד כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,200,200.000000000000000,5.180000000000000,-1.000000000000000,-1,20/07/2023 00:00:00,5.184435565908454
-1,221,0,2.220000000000000, ,0,אשדוד,0070,אשדוד,0070,משה דיין, ,-1,מעבר חצייה,634801.199999999953434,165817.109999999986030,מעבר חצייה,634800.410000000032596,165819.190000000002328,מזרח,מעבר חציה,שמיש,אספלט,עירוני ראשי,מיסעה,חד כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,200,200.000000000000000,2.220000000000000,-1.000000000000000,-1,20/07/2023 00:00:00,2.223289207006617
